Country,Departments,Subject Name Automation hub,Purpose,Benefit per company (€/per year),Benefit per company (hours saved/year),Oneshot Benefit,Automation Hub Documentation,PHASE,Status,Is it a local process or could it be deployed to all subs ?,Date submitted,Link Automation Hub,Submitter,Collaborator
SWITZERLAND,IT,CH - CS - KUNO - Kundenorder (Customer Order Processing),,"€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",02/26/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ch---kuno---kundenorder--customer-order-processing-,Bernd Kretzschmar,Bernd Kretzschmar
SWITZERLAND,IT,CH - CS - MOCCA - Merchandiser Order Company Coffee Automation,,"€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Local,02/26/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/mocca---merchandiser-order-company-coffee-automation,Bernd Kretzschmar,Bernd Kretzschmar
DENMARK,Quality,DEN-QSS-Automation of CO2e-tool update,,"€1,875.00",60 Hours Per Year,€0.00,Book1.pdf,Assessment,Not Started,Local,02/26/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-qss-automation-of-co2e-tool-update,Christoffer SLOTH,"Christoffer SLOTH, Lars Christensen"
ITALY,IT,IT - MKT - pricing ZM003007 download,,"€6,000.00",192 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",02/24/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/it---mkt-princing,Carlo Milia,"Carlo Milia, Cristina MEREGALLI, Luca Farina"
BENELUX,IT,BNL - MKT - ZM003071 Inject Product Status Code 98,,"€2,812.50",90 Hours Per Year,€0.00,document,Live,In Production,Local,02/21/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-mkt-zm003071-inject-product-status-code-98,Wouter Herrrygers,Wouter Herrrygers
CASH,IS,CASH - MKT - Purchase Prices change in SAP,,"€4,500.00",144 Hours Per Year,€0.00,"ZL81-transaction,Input XLS",Live,In Production,"Local, and maybe Group",02/21/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---mkt---purchase-prices-change-in-sap,Eduard SEKERES,Eduard SEKERES
DENMARK,MARKETING,DEN-SAL-Automated extraction for NBS Viewer,,"€1,875.00",60 Hours Per Year,€0.00,document,Live,In Production,Local,02/19/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-sal-automated-extraction-for-nbs-viewer,Lars Christensen,"Lars Christensen, Therese SCHLEISNER-PETERSEN, Emil Thrane DAGELYKKE"
GROUP,GIS Innovation,HK - CS - Order reject in RIO - Management of EDI orders rejections,,"€5,250.00",168 Hours Per Year,€0.00,document,Live,In Production,Group,02/18/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/hk---cs---order-reject-in-rio---management-of-edi-orders-rejections,Bruno Bastin,"Bruno Bastin, Quentin Chastin"
GROUP,GIS Innovation,FIN - CS - Order reject in RIO - Management of EDI orders rejections,,"€6,000.00",192 Hours Per Year,€0.00,document,Live,In Production,Group,02/18/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fin---cs---order-reject-in-rio---management-of-edi-orders-rejections,Bruno Bastin,"Bruno Bastin, Quentin Chastin"
SWEDEN,Customer Unique Specialist,SWE - SC - Return HUD,,"€18,750.00",600 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,02/18/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---sc---return-hud,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - Sales - Email SLA Sales Operations,,"€7,500.00",240 Hours Per Year,€0.00,document,Assessment,Awaiting Review,"Local, and maybe Group",02/18/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/swe---sales---email-sla-sales-operations,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
BENELUX,IT,BNL - MKT - Extract Product Status Code 99,,"€2,812.50",90 Hours Per Year,€0.00,document,Live,In Production,Local,02/13/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-mkt-extract-product-status-code-99,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - CS - Vlamboog Data Split,,"€4,500.00",143.9999999999999999999999999999999999999999999999999999999999999 Hours Per Year,€0.00,document,Live,In Production,Local,02/13/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-cs-vlamboog-data-split,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - MKT/SAL - Pricing Tools Preparation,,"€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Local,02/13/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-mktsal-pricing-tools-preparation,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - SAL - Customer data : White and Blue Collar corrections,,"€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",02/13/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/rpa---bnl-customer-data--white-and-blue-collar-corrections,Benoit Duchesne,"Benoit Duchesne, Sophie Habran"
BENELUX,IT,BNL - SAL - SPW OCR Order intake check ,,"€3,750.00",120 Hours Per Year,€0.00,document,Live,In Production,Local,02/13/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---spw-ocr-order-intake-check-,Benoit Duchesne,Benoit Duchesne
FRANCE,IS,FR - FI - Facturation Marketing SAP,,"€7,500.00",240 Hours Per Year,€0.00,document,Testing,In Progress,Local,01/15/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr-fi-facturation-marketing-sap,Julien PICQUET,Julien PICQUET
DENMARK,MARKETING,DEN-SC-MA numbers in Områdefil,,"€1,875.00",60 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",01/08/2025,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/denscmanumbersinomrdefil,Lars Christensen,"Lars Christensen, Linda Molnit SCHYTH"
DENMARK,Marketing,DEN - MKT - C01 - Activate a product,,€750.00,24 Hours Per Year,€0.00,document,Live,In Production,Local,12/30/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/c01---activate-a-product,Tina Skroeder OLSEN,"Tina Skroeder OLSEN, Lars Christensen"
GROUP,GIS Innovation,DK - CS - Order reject in RIO - Management of EDI orders reject,,"€18,000.00",576 Hours Per Year,€0.00,document,Live,In Production,Group,12/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/dk---cs---order-reject-in-rio---management-of-edi-orders-reject,Bruno Bastin,"Bruno Bastin, Ditte-Maria Skaarup RASMUSSEN, Quentin Chastin"
FRANCE,Marketing,FR - MKT - Loading declaration of conformity data sheets into STEP,,"€1,125.00",36 Hours Per Year,€0.00,Processus de chargement en masse des déclarations de conformité dans STEP.docx,Assessment,In Progress,"Local, and maybe Group",12/20/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---mkt---loading-declaration-of-conformity-data-sheets-into-step,Valentin GUERIN,Valentin GUERIN
FRANCE,Marketing,FR - MKT - Loading size chart sheets into STEP,,"€1,125.00",36 Hours Per Year,€0.00,Processus de chargement en masse des tableau des tailles SC dans STEP.docx,Assessment,Not Started,"Local, and maybe Group",12/20/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---mkt---loading-size-chart-sheets-into-step,Valentin GUERIN,Valentin GUERIN
FRANCE,Marketing,FR - MKT - Loading technical sheets into STEP,,"€1,125.00",36 Hours Per Year,€0.00,Processus de chargement en masse des fiches technique dans STEP.docx,Assessment,Not Started,"Local, and maybe Group",12/19/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---mkt---loading-technical-sheets-into-step,Valentin GUERIN,Valentin GUERIN
FRANCE,Marketing,FR - MKT - Loading instructions for use into STEP,,"€1,125.00",36 Hours Per Year,€0.00,Processus de chargement en masse des fiches d'utilisations dans STEP.docx,Assessment,Not Started,"Local, and maybe Group",12/19/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---mkt---instructions-for-use-into-step,Valentin GUERIN,Valentin GUERIN
DENMARK,MARKETING,DEN-LOG-Direct delivery,,€562.50,18 Hours Per Year,€0.00,direkte leveringer cs.xls,Assessment,Not Started,Local,12/19/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-log-direct-delivery,Lars Christensen,"Lars Christensen, Ditte-Maria Skaarup RASMUSSEN"
BENELUX,IT,BNL - MKT - OneShot - MRP Pricing Project,,€0.00,0 Hours Per Year,€500.00,document,Live,In Production,Local,12/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---mkt---oneshot---mrp-pricing-project,Wouter Herrrygers,"Wouter Herrrygers, Niels Bekaert, Benoit Duchesne"
BENELUX,IT,BNL - MKT - Pricing ZM003008 Mass Re-Upload,,"€3,000.00",96 Hours Per Year,€0.00,document,Live,In Production,Local,12/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-mkt-pricing-zm003008-mass-re-upload,Wouter Herrrygers,"Wouter Herrrygers, Severine Merlin"
CASH,IS,CASH - GLS Shipment,,"€75,000.00",2400 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",12/16/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/cash---gls-shipment,Eduard SEKERES,Eduard SEKERES
DENMARK,Quality,DEN-QSS-Check of Hazard-sentences ,,"€1,000.00",32 Hours Per Year,€0.00,document,Qualification,Awaiting Review,"Local, and maybe Group",12/11/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/denqsstjekaffarestninger,Christoffer SLOTH,"Christoffer SLOTH, Lars Christensen"
DENMARK,Marketing,DEN-MKT-98/99 markings_Ver2,,"€1,500.00",48 Hours Per Year,€0.00,document,Live,In Production,Local,12/11/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-mkt-9899-markings-ver2,Tina Skroeder OLSEN,"Tina Skroeder OLSEN, Lars Christensen"
BENELUX,IT,BNL - CX Data Insights - Update Deals Customer Order,,"€3,000.00",96 Hours Per Year,€0.00,document,Live,In Production,Local,11/29/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cx-data-insights---update-deals-customer-order,Wouter Herrrygers,"Wouter Herrrygers, Niels Bekaert"
DENMARK,Marketing,DEN-MKT-SKI KATALOG 9895,,€750.00,24 Hours Per Year,€0.00,document,Live,In Production,Local,11/25/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-mkt-ski-cmc-to-catalogue,Louise WOLFF,"Lars Christensen, Louise WOLFF"
SWEDEN,Customer Unique Specialist,SWE - MKT - Add certifications in Item Creation Tool,,"€22,500.00",720 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,11/21/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/add-certifications-in-item-creation-tool,SVÄRD Peter,"SVÄRD Peter, Johan SIEDBERG"
SWEDEN,Customer Unique Specialist,SWE - SC - Automate Region Quotas in Netshop Admin (Carlsberg),,"€1,875.00",60 Hours Per Year,€0.00,document,Idea,Awaiting Review,Local,11/21/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/automate-region-quotas-in-netshop-admin--carlsberg-,SVÄRD Peter,SVÄRD Peter
DENMARK,Marketing,DEN-MKT-NS- Reverse flow of   Automatic flow in Nonstock DK  - Mark for deletion -  ,,"€23,625.00",756 Hours Per Year,€0.00,document,Live,In Production,Local,11/21/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-mkt-ns--reverse-flow-of---automatic-flow-in-nonstock-dk----mark-for-deletion----,Jeanette CLAUSEN,"Jeanette CLAUSEN, Lars Christensen"
DENMARK,Marketing,DEN-MKT-PICTURE CHANGE FROM PNG TO JPG AND UPLOAD,,"€45,000.00",1440 Hours Per Year,€0.00,document,Live,In Production,Local,11/18/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-mkt-picture-change-from-png-to-jpg-and-upload,Louise WOLFF,"Louise WOLFF, Lars Christensen"
DENMARK,Marketing,DEN-MKT-SKI-LINKS,,"€45,000.00",1440 Hours Per Year,€0.00,document,Live,In Production,Local,11/14/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-mkt-ski-links,Louise WOLFF,"Louise WOLFF, Lars Christensen"
DENMARK,"Customer Service,Coffee Services",DEN-CS-HIERARCHY LINK,,"€18,750.00",600 Hours Per Year,€0.00,document,Assessment,Not Started,"Local, and maybe Group",11/13/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-cs-hierarchy-link,Melissa Anja MUNKEDAL,"Melissa Anja MUNKEDAL, Lars Christensen"
BENELUX,IT,BNL - CS ISF - Boels XLSX ordering to EDI,,"€6,000.00",192 Hours Per Year,€0.00,document,Live,In Production,Local,10/31/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cs-isf---boels-xlsx-ordering-to-edi,Benoit Duchesne,Benoit Duchesne
